breath,start_s,mid_s,peak_s,end_s,clock,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,n_holds,hold_dur_s,event_marker,phase,amp_local_median,amp_ratio,is_sigh,cv_cycle_w,succ_diff_w,autocorr1_w,arousal_index_z
455,1424.85,1426.35,1425.95,1427.85,2025-08-08 16:17:10.117000,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3517,-0.3589,4.40631,0.3197,1,0.3,task_1,task_1,4.51554,0.976,0,0.4309,0.8119,0.2399,0.093
456,1427.85,1429.4,1429.05,1430.95,2025-08-08 16:17:13.238000,1.2,1.9,3.1,19.355,0.6316,0.3871,0.3716,-0.3793,4.65538,0.3097,0,0.0,task_1,task_1,4.40631,1.057,0,0.4564,0.8524,0.4714,0.1402
457,1430.95,1432.5,1432.05,1434.05,2025-08-08 16:17:16.242000,1.1,2.0,3.1,19.355,0.55,0.3548,0.3796,-0.3136,4.75559,0.3451,0,0.0,task_1,task_1,4.279,1.111,0,0.4495,0.9833,0.3927,0.1179
458,1434.05,1435.525,1435.2,1437.0,2025-08-08 16:17:19.328000,1.15,1.8,2.95,20.339,0.6389,0.3898,0.2839,-0.3223,3.55739,0.2469,0,0.0,task_1,task_1,4.22074,0.843,0,0.4389,0.9786,0.3777,0.1372
459,1437.0,1438.525,1438.05,1440.05,2025-08-08 16:17:22.327000,1.05,2.0,3.05,19.672,0.525,0.3443,0.2891,-0.318,3.62161,0.2753,0,0.0,task_1,task_1,4.22074,0.858,0,0.4282,0.981,0.3639,0.0665
460,1440.05,1441.6,1441.3,1443.15,2025-08-08 16:17:25.333000,1.25,1.85,3.1,19.355,0.6757,0.4032,0.3604,-0.3574,4.51554,0.2883,0,0.0,task_1,task_1,4.22074,1.07,0,0.434,1.0286,0.4201,0.068
461,1443.15,1444.7,1444.55,1446.25,2025-08-08 16:17:28.422000,1.4,1.7,3.1,19.355,0.8235,0.4516,0.3287,-0.3137,4.11833,0.2348,0,0.0,task_1,task_1,4.22074,0.976,0,0.4379,0.9048,0.3719,0.0805
462,1446.25,1447.8,1447.65,1449.35,2025-08-08 16:17:31.637000,1.4,1.7,3.1,19.355,0.8235,0.4516,0.328,-0.3205,4.1092,0.2343,0,0.0,task_1,task_1,4.22074,0.974,0,0.4229,0.8786,0.3847,0.0322
463,1449.35,1451.0,1450.65,1452.65,2025-08-08 16:17:34.626000,1.3,2.0,3.3,18.182,0.65,0.3939,0.3131,-0.3301,3.9232,0.2409,1,0.55,task_1,task_1,4.279,0.917,0,0.4258,0.769,0.3909,-0.0222
464,1452.65,1454.05,1453.75,1455.45,2025-08-08 16:17:37.934000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.3908,-0.3816,4.89547,0.3552,0,0.0,task_1,task_1,4.40631,1.111,0,0.425,0.7333,0.3886,0.1516
465,1455.45,1459.95,1461.75,1464.45,2025-08-08 16:17:40.717000,6.3,2.7,9.0,6.667,2.3333,0.7,2.336,-2.2688,29.26648,0.3708,0,0.0,task_1,task_1,4.49851,6.506,1,0.4755,0.9619,0.2908,-0.4872
466,1464.45,1468.0,1468.8,1471.55,2025-08-08 16:17:49.726000,4.35,2.75,7.1,8.451,1.5818,0.6127,0.2225,-0.3064,2.7877,0.0512,1,0.9,task_1,task_1,4.51554,0.617,0,0.467,1.1667,0.2403,-0.4178
467,1471.55,1473.3,1473.0,1475.05,2025-08-08 16:17:56.837000,1.45,2.05,3.5,17.143,0.7073,0.4143,0.3149,-0.3275,3.94499,0.2172,1,0.65,task_1,task_1,4.49851,0.877,0,0.4721,1.2238,0.2282,0.0706
468,1475.05,1476.85,1476.55,1478.65,2025-08-08 16:18:00.342000,1.5,2.1,3.6,16.667,0.7143,0.4167,0.3102,-0.2753,3.8863,0.2068,1,0.25,task_1,task_1,4.49851,0.864,0,0.4833,1.4476,0.1405,0.0809
469,1478.65,1480.5,1480.45,1482.35,2025-08-08 16:18:04.063000,1.8,1.9,3.7,16.216,0.9474,0.4865,0.4277,-0.3938,5.3581,0.2376,0,0.0,task_1,task_1,4.51554,1.187,0,0.4733,1.6024,0.1084,0.0242
470,1482.35,1483.6,1483.35,1484.85,2025-08-08 16:18:07.629000,1.0,1.5,2.5,24.0,0.6667,0.4,0.3779,-0.3562,4.73466,0.3779,0,0.0,task_1,task_1,4.73466,1.0,0,0.4708,1.7405,0.0823,0.4388
471,1484.85,1486.3,1486.05,1487.75,2025-08-08 16:18:10.119000,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3591,-0.3569,4.49851,0.2992,0,0.0,task_1,task_1,4.73466,0.95,0,0.4575,1.8143,0.0917,0.2162
472,1487.75,1489.3,1489.05,1490.85,2025-08-08 16:18:13.029000,1.3,1.8,3.1,19.355,0.7222,0.4194,0.1809,-0.3393,2.26697,0.1392,0,0.0,task_1,task_1,4.73466,0.479,0,0.4601,1.9333,0.0497,0.1521
473,1490.85,1492.55,1492.0,1494.25,2025-08-08 16:18:16.117000,1.15,2.25,3.4,17.647,0.5111,0.3382,0.4796,-0.3431,6.00864,0.417,0,0.0,task_1,task_1,4.89547,1.227,0,0.4528,1.9762,0.0429,0.0358
474,1494.25,1495.9,1495.65,1497.55,2025-08-08 16:18:19.538000,1.4,1.9,3.3,18.182,0.7368,0.4242,0.4482,-0.4796,5.61581,0.3202,0,0.0,task_1,task_1,5.05418,1.111,0,0.4534,1.9929,0.0286,0.0668
475,1497.55,1501.7,1503.1,1505.85,2025-08-08 16:18:22.843000,5.55,2.75,8.3,7.229,2.0182,0.6687,0.8438,-0.9215,10.57173,0.152,0,0.0,task_1,task_1,5.05418,2.092,1,0.4408,2.0024,0.1598,-0.5686
476,1505.85,1507.85,1507.65,1509.85,2025-08-08 16:18:31.125000,1.8,2.2,4.0,15.0,0.8182,0.45,0.4094,-0.4293,5.12931,0.2275,1,0.7,task_1,task_1,4.73466,1.083,0,0.4174,1.781,-0.0322,-0.222
477,1509.85,1511.2,1510.85,1512.55,2025-08-08 16:18:35.137000,1.0,1.7,2.7,22.222,0.5882,0.3704,0.3567,-0.3484,4.4686,0.3567,0,0.0,task_1,task_1,4.73466,0.944,0,0.4022,1.7524,0.0094,0.1212
478,1512.55,1516.25,1516.25,1519.95,2025-08-08 16:18:37.931000,3.7,3.7,7.4,8.108,1.0,0.5,0.5715,-0.4571,7.15948,0.1544,1,0.25,task_1_1,task_1_1,4.73466,1.512,0,0.4181,1.6476,0.0163,-0.594
479,1519.95,1521.95,1521.15,1523.95,2025-08-08 16:18:45.220000,1.2,2.8,4.0,15.0,0.4286,0.3,0.5044,-0.5173,6.31929,0.4203,1,0.45,task_1_1,task_1_1,4.89061,1.292,0,0.421,1.8262,-0.0505,-0.2104
480,1523.95,1527.45,1526.75,1530.95,2025-08-08 16:18:49.329000,2.8,4.2,7.0,8.571,0.6667,0.4,0.4034,-0.4152,5.05418,0.1441,0,0.0,task_1_1,task_1_1,4.89061,1.033,0,0.4242,1.8333,0.0171,-0.5492
481,1530.95,1533.65,1532.95,1536.35,2025-08-08 16:18:56.237000,2.0,3.4,5.4,11.111,0.5882,0.3704,0.2301,-0.2212,2.88225,0.115,0,0.0,task_1_1,task_1_1,4.89061,0.589,0,0.4251,1.9643,-0.0876,-0.4084
482,1536.35,1537.8,1536.9,1539.25,2025-08-08 16:19:01.627000,0.55,2.35,2.9,20.69,0.234,0.1897,0.3143,-0.318,3.93808,0.5715,0,0.0,task_1_1,task_1_1,5.05418,0.779,0,0.4109,2.0762,-0.1406,0.066
483,1539.25,1541.15,1539.95,1543.05,2025-08-08 16:19:04.537000,0.7,3.1,3.8,15.789,0.2258,0.1842,0.516,-0.5364,6.46436,0.7371,0,0.0,task_1_1,task_1_1,5.05418,1.279,0,0.4344,2.2333,-0.1883,-0.1244
484,1543.05,1544.675,1543.65,1546.3,2025-08-08 16:19:08.320000,0.6,2.65,3.25,18.462,0.2264,0.1846,0.4712,-0.4779,5.90313,0.7853,0,0.0,task_1_1,task_1_1,4.89061,1.207,0,0.4513,2.2429,-0.1093,0.0752
485,1546.3,1548.275,1547.75,1550.25,2025-08-08 16:19:11.621000,1.45,2.5,3.95,15.19,0.58,0.3671,0.3173,-0.3379,3.97497,0.2188,1,0.4,task_1_1,task_1_1,4.55533,0.873,0,0.4561,2.2714,-0.015,-0.087
486,1550.25,1551.45,1550.75,1552.65,2025-08-08 16:19:15.517000,0.5,1.9,2.4,25.0,0.2632,0.2083,0.3431,-0.3133,4.29821,0.6862,1,0.3,task_1_1,task_1_1,4.55533,0.944,0,0.4268,2.0357,0.0026,0.3513
487,1552.65,1554.5,1554.55,1556.35,2025-08-08 16:19:17.923000,1.9,1.8,3.7,16.216,1.0556,0.5135,0.1753,-0.1644,2.19635,0.0923,1,0.25,task_1_1,task_1_1,4.4686,0.492,0,0.4352,1.8333,0.0204,-0.0986
488,1556.35,1557.5,1556.75,1558.65,2025-08-08 16:19:21.733000,0.4,1.9,2.3,26.087,0.2105,0.1739,0.3035,-0.3277,3.80273,0.7588,1,0.6,task_1_1,task_1_1,4.55533,0.835,0,0.4269,1.7905,0.1215,0.4106
489,1558.65,1561.725,1561.15,1564.8,2025-08-08 16:19:23.928000,2.5,3.65,6.15,9.756,0.6849,0.4065,0.3904,-0.4245,4.89061,0.1561,1,1.35,task_1_1,task_1_1,4.46302,1.096,0,0.4269,1.7571,0.0769,-0.4761
490,1564.8,1568.0,1567.6,1571.2,2025-08-08 16:19:30.135000,2.8,3.6,6.4,9.375,0.7778,0.4375,0.4784,-0.3777,5.99385,0.1709,1,0.5,task_1_1,task_1_1,4.46302,1.343,0,0.426,1.7452,0.0921,-0.4997
491,1571.2,1572.425,1571.7,1573.65,2025-08-08 16:19:36.520000,0.5,1.95,2.45,24.49,0.2564,0.2041,0.2703,-0.2962,3.38646,0.5406,0,0.0,task_1_1,task_1_1,4.3415,0.78,0,0.4037,1.6333,-0.0127,0.2491
492,1573.65,1576.25,1574.5,1578.85,2025-08-08 16:19:38.956000,0.85,4.35,5.2,11.538,0.1954,0.1635,0.6002,-0.6104,7.51913,0.7061,1,0.65,task_1_1,task_1_1,4.3415,1.732,0,0.402,1.5667,0.0186,-0.4596
493,1578.85,1579.7,1579.35,1580.55,2025-08-08 16:19:44.236000,0.5,1.2,1.7,35.294,0.4167,0.2941,0.3366,-0.3527,4.21649,0.6731,1,0.3,task_1_1,task_1_1,4.38482,0.962,0,0.4064,1.5762,0.0025,0.8445
494,1580.55,1581.65,1581.45,1582.75,2025-08-08 16:19:45.821000,0.9,1.3,2.2,27.273,0.6923,0.4091,0.3465,-0.2609,4.3415,0.385,0,0.0,task_1_1,task_1_1,4.38482,0.99,0,0.4293,1.581,0.141,0.4828
495,1582.75,1584.2,1583.55,1585.65,2025-08-08 16:19:48.137000,0.8,2.1,2.9,20.69,0.381,0.2759,0.3636,-0.4871,4.55533,0.4545,0,0.0,task_1_1,task_1_1,4.3415,1.049,0,0.4231,1.7,0.129,0.1053
496,1585.65,1587.125,1586.8,1588.6,2025-08-08 16:19:50.924000,1.15,1.8,2.95,20.339,0.6389,0.3898,0.3657,-0.326,4.5814,0.318,0,0.0,task_1_1,task_1_1,4.3415,1.055,0,0.4305,1.7119,0.1284,0.1101
497,1588.6,1590.1,1590.85,1591.6,2025-08-08 16:19:53.951000,2.25,0.75,3.0,20.0,3.0,0.75,0.1463,-0.1617,1.83242,0.065,0,0.0,task_1_1,task_1_1,4.38482,0.418,0,0.4988,1.9881,0.0076,0.3118
498,1591.6,1593.3,1592.25,1595.0,2025-08-08 16:19:56.927000,0.65,2.75,3.4,17.647,0.2364,0.1912,0.4263,-0.3741,5.34089,0.6559,1,0.45,task_1_1,task_1_1,4.46302,1.197,0,0.492,2.1952,0.0158,0.1622
499,1595.0,1598.7,1598.35,1602.4,2025-08-08 16:20:00.310000,3.35,4.05,7.4,8.108,0.8272,0.4527,0.3562,-0.4148,4.46302,0.1063,1,0.25,task_1_1,task_1_1,4.46302,1.0,0,0.4717,2.1667,0.0556,-0.4212
500,1602.4,1604.525,1603.95,1606.65,2025-08-08 16:20:07.718000,1.55,2.7,4.25,14.118,0.5741,0.3647,0.3853,-0.3858,4.82725,0.2486,0,0.0,task_1_1,task_1_1,4.38482,1.101,0,0.5035,2.0857,0.0295,0.0076
501,1606.65,1608.45,1607.8,1610.25,2025-08-08 16:20:11.924000,1.15,2.45,3.6,16.667,0.4694,0.3194,0.2823,-0.351,3.53662,0.2455,1,0.35,task_1_1,task_1_1,4.3415,0.815,0,0.5111,2.1405,0.0984,0.1705
502,1610.25,1611.95,1612.65,1613.65,2025-08-08 16:20:15.519000,2.4,1.0,3.4,17.647,2.4,0.7059,0.2511,-0.2532,3.14557,0.1046,0,0.0,task_1_1,task_1_1,4.3415,0.725,0,0.5088,1.9833,0.1369,0.2163
503,1613.65,1616.7,1615.15,1619.75,2025-08-08 16:20:19.030000,1.5,4.6,6.1,9.836,0.3261,0.2459,0.35,-0.337,4.38482,0.2333,1,0.7,task_1_1,task_1_1,4.3415,1.01,0,0.5089,1.981,0.1496,-0.2075
504,1619.75,1623.3,1622.6,1626.85,2025-08-08 16:20:25.037000,2.85,4.25,7.1,8.451,0.6706,0.4014,2.0507,-1.9156,25.69133,0.7195,0,0.0,task_1_1,task_1_1,4.3415,5.918,1,0.498,1.9571,0.0653,-0.3179
505,1626.85,1628.875,1628.25,1630.9,2025-08-08 16:20:32.204000,1.4,2.65,4.05,14.815,0.5283,0.3457,0.2749,-0.338,3.44405,0.1964,0,0.0,task_1_1,task_1_1,4.11732,0.836,0,0.4801,1.9929,0.0486,-0.03
506,1630.9,1632.45,1631.85,1634.0,2025-08-08 16:20:36.226000,0.95,2.15,3.1,19.355,0.4419,0.3065,0.2641,-0.189,3.30902,0.278,1,0.35,task_1_1,task_1_1,4.11732,0.804,0,0.4801,1.9905,0.0385,0.2165
507,1634.0,1639.225,1637.35,1644.45,2025-08-08 16:20:39.308000,3.35,7.1,10.45,5.742,0.4718,0.3206,1.1543,-1.3349,14.4613,0.3446,1,1.75,task_1_1,task_1_1,4.11732,3.512,1,0.4654,2.0929,0.0028,-0.57
508,1644.45,1646.85,1645.45,1649.25,2025-08-08 16:20:49.728000,1.0,3.8,4.8,12.5,0.2632,0.2083,0.4083,-0.2612,5.11541,0.4083,1,0.3,task_1_2,task_1_2,4.11732,1.242,0,0.4717,2.2119,-0.0307,-0.1828
509,1649.25,1651.25,1649.55,1653.25,2025-08-08 16:20:54.548000,0.3,3.7,4.0,15.0,0.0811,0.075,0.1776,-0.1806,2.22518,0.592,1,0.4,task_1_2,task_1_2,4.11732,0.54,0,0.4618,2.3286,-0.0178,-0.0789
510,1653.25,1654.175,1654.35,1655.1,2025-08-08 16:20:58.631000,1.1,0.75,1.85,32.432,1.4667,0.5946,0.2355,-0.1563,2.95065,0.2141,0,0.0,task_1_2,task_1_2,3.94328,0.748,0,0.4757,2.2952,-0.0487,0.9124
511,1655.1,1656.725,1655.65,1658.35,2025-08-08 16:21:00.372000,0.55,2.7,3.25,18.462,0.2037,0.1692,0.3286,-0.3483,4.11732,0.5975,1,1.1,task_1_2,task_1_2,3.67581,1.12,0,0.4853,2.1929,-0.0184,0.1848
512,1658.35,1659.65,1658.85,1660.95,2025-08-08 16:21:03.704000,0.5,2.1,2.6,23.077,0.2381,0.1923,0.1969,-0.2274,2.46701,0.3938,0,0.0,task_1_2,task_1_2,3.67581,0.671,0,0.5258,2.2571,0.0158,0.5659
513,1660.95,1663.6,1661.5,1666.25,2025-08-08 16:21:06.221000,0.55,4.75,5.3,11.321,0.1158,0.1038,0.4376,-0.5511,5.48269,0.7957,0,0.0,task_1_2,task_1_2,3.67581,1.492,0,0.5462,2.2881,0.0996,-0.0067
514,1666.25,1667.4,1667.4,1668.55,2025-08-08 16:21:11.538000,1.15,1.15,2.3,26.087,1.0,0.5,0.0844,-0.0957,1.0573,0.0734,1,0.4,task_1_2,task_1_2,3.67581,0.288,0,0.576,2.1738,0.0646,0.8912
515,1668.55,1670.325,1669.1,1672.1,2025-08-08 16:21:13.838000,0.55,3.0,3.55,16.901,0.1833,0.1549,0.2879,-0.3097,3.60671,0.5234,1,0.9,task_1_2,task_1_2,3.60671,1.0,0,0.5812,2.1476,0.0794,0.4091
516,1672.1,1673.55,1672.8,1675.0,2025-08-08 16:21:17.413000,0.7,2.2,2.9,20.69,0.3182,0.2414,0.3604,-0.3666,4.5151,0.5148,0,0.0,task_1_2,task_1_2,3.60671,1.252,0,0.612,2.0262,0.1099,0.7141
517,1675.0,1677.55,1677.35,1680.1,2025-08-08 16:21:20.324000,2.35,2.75,5.1,11.765,0.8545,0.4608,0.4494,-0.3728,5.63073,0.1913,1,0.25,task_1_2,task_1_2,3.60671,1.561,0,0.6319,1.9905,0.261,0.2936
518,1680.1,1681.375,1681.1,1682.65,2025-08-08 16:21:25.427000,1.0,1.55,2.55,23.529,0.6452,0.3922,0.1512,-0.1469,1.89381,0.1512,0,0.0,task_1_2,task_1_2,3.60671,0.525,0,0.443,1.7643,-0.0473,0.3236
519,1682.65,1685.35,1683.15,1688.05,2025-08-08 16:21:27.945000,0.5,4.9,5.4,11.111,0.102,0.0926,0.3862,-0.4295,4.83822,0.7724,0,0.0,task_1_2,task_1_2,3.23813,1.494,0,0.4636,1.6429,-0.1806,-0.2843
520,1688.05,1689.1,1688.6,1690.15,2025-08-08 16:21:33.400000,0.55,1.55,2.1,28.571,0.3548,0.2619,0.3147,-0.1811,3.94328,0.5723,0,0.0,task_1_2,task_1_2,3.60671,1.093,0,0.4615,1.6952,-0.1637,0.657
521,1690.15,1691.7,1692.15,1693.25,2025-08-08 16:21:35.502000,2.0,1.1,3.1,19.355,1.8182,0.6452,0.2934,-0.208,3.67581,0.1467,0,0.0,task_1_2,task_1_2,3.60671,1.019,0,0.4462,1.6024,-0.1526,0.1073
522,1693.25,1693.8,1693.5,1694.35,2025-08-08 16:21:38.531000,0.25,0.85,1.1,54.545,0.2941,0.2273,0.1171,-0.1892,1.46719,0.4684,0,0.0,task_1_2,task_1_2,3.60671,0.407,0,0.4486,1.5452,-0.1502,2.0259
523,1694.35,1695.325,1694.9,1696.3,2025-08-08 16:21:39.641000,0.55,1.4,1.95,30.769,0.3929,0.2821,0.2555,-0.2149,3.20099,0.4645,1,0.3,task_1_2,task_1_2,3.67581,0.871,0,0.4444,1.5333,-0.1458,0.7213
524,1696.3,1697.125,1697.3,1697.95,2025-08-08 16:21:41.589000,1.0,0.65,1.65,36.364,1.5385,0.6061,0.356,-0.2176,4.45976,0.356,0,0.0,task_1_2,task_1_2,3.67581,1.213,0,0.4167,1.419,-0.1049,0.9358
525,1697.95,1699.0,1698.35,1700.05,2025-08-08 16:21:43.336000,0.4,1.7,2.1,28.571,0.2353,0.1905,0.1851,-0.4413,2.31932,0.4628,1,0.3,task_1_2,task_1_2,3.67581,0.631,0,0.416,1.331,-0.1028,0.5104
526,1700.05,1700.85,1700.95,1701.65,2025-08-08 16:21:45.428000,0.9,0.7,1.6,37.5,1.2857,0.5625,0.2585,-0.1815,3.23813,0.2872,0,0.0,task_1_2,task_1_2,3.67581,0.881,0,0.4368,1.3095,-0.0873,1.0623
527,1701.65,1702.55,1702.75,1703.45,2025-08-08 16:21:46.934000,1.1,0.7,1.8,33.333,1.5714,0.6111,0.0972,-0.1395,1.21756,0.0883,1,0.6,task_1_2,task_1_2,3.52719,0.345,0,0.4668,1.2952,-0.0464,0.9327
528,1703.45,1705.65,1706.45,1707.85,2025-08-08 16:21:48.733000,3.0,1.4,4.4,13.636,2.1429,0.6818,0.3068,-0.3457,3.84338,0.1023,0,0.0,task_1_2,task_1_2,3.23813,1.187,0,0.4508,1.2048,-0.0021,-0.1884
529,1707.85,1708.5,1708.35,1709.15,2025-08-08 16:21:53.235000,0.5,0.8,1.3,46.154,0.625,0.3846,0.0976,-0.1065,1.22256,0.1952,0,0.0,task_1_2,task_1_2,3.23813,0.378,0,0.4557,1.1119,-0.0029,1.5931
530,1709.15,1710.75,1709.8,1712.35,2025-08-08 16:21:54.428000,0.65,2.55,3.2,18.75,0.2549,0.2031,0.3257,-0.3704,4.08076,0.5011,0,0.0,task_1_2,task_1_2,3.20099,1.275,0,0.3811,0.9905,0.0312,-0.1354
531,1712.35,1713.85,1712.95,1715.35,2025-08-08 16:21:57.732000,0.6,2.4,3.0,20.0,0.25,0.2,0.2815,-0.2629,3.52719,0.4692,0,0.0,task_1_2,task_1_2,3.20099,1.102,0,0.3779,0.8429,0.0445,-0.0778
532,1715.35,1716.75,1715.9,1718.15,2025-08-08 16:22:00.729000,0.55,2.25,2.8,21.429,0.2444,0.1964,0.3563,-0.3559,4.46351,0.6478,0,0.0,task_1_2,task_1_2,2.98102,1.497,0,0.3941,0.8571,0.1456,0.052
533,1718.15,1719.75,1718.8,1721.35,2025-08-08 16:22:03.428000,0.65,2.55,3.2,18.75,0.2549,0.2031,0.3377,-0.3183,4.23139,0.5196,0,0.0,task_1_2,task_1_2,3.20099,1.322,0,0.3665,0.7952,0.1777,-0.1824
534,1721.35,1723.1,1722.0,1724.85,2025-08-08 16:22:06.698000,0.65,2.85,3.5,17.143,0.2281,0.1857,0.3823,-0.3846,4.78898,0.5881,1,0.5,task_1_2,task_1_2,3.07648,1.557,0,0.3588,0.7738,0.1678,-0.2945
535,1724.85,1726.025,1725.55,1727.2,2025-08-08 16:22:10.127000,0.7,1.65,2.35,25.532,0.4242,0.2979,0.2379,-0.2114,2.98102,0.3399,1,0.5,task_1_2,task_1_2,3.07648,0.969,0,0.3516,0.8024,0.1623,0.1378
536,1727.2,1727.975,1728.0,1728.75,2025-08-08 16:22:12.525000,0.8,0.75,1.55,38.71,1.0667,0.5161,0.1356,-0.1403,1.69902,0.1695,0,0.0,task_1_2,task_1_2,3.23813,0.525,0,0.5076,0.9762,0.3022,1.3562
537,1728.75,1729.35,1729.1,1729.95,2025-08-08 16:22:14.021000,0.35,0.85,1.2,50.0,0.4118,0.2917,0.1286,-0.0941,1.61141,0.3675,0,0.0,task_1_2,task_1_2,3.52719,0.457,0,0.5153,1.0333,0.4949,1.994
538,1729.95,1730.7,1730.55,1731.45,2025-08-08 16:22:15.220000,0.6,0.9,1.5,40.0,0.6667,0.4,0.1268,-0.1968,1.58846,0.2113,1,0.75,task_1_2,task_1_2,3.84338,0.413,0,0.4993,1.181,0.4749,1.3995
539,1731.45,1732.5,1731.85,1733.55,2025-08-08 16:22:16.726000,0.4,1.7,2.1,28.571,0.2353,0.1905,0.1345,-0.1058,1.68479,0.3362,1,0.35,task_1_2,task_1_2,3.91972,0.43,0,0.5157,1.2,0.5007,0.8317
540,1733.55,1734.75,1733.95,1735.95,2025-08-08 16:22:18.827000,0.4,2.0,2.4,25.0,0.2,0.1667,0.2001,-0.1927,2.50652,0.5002,1,0.45,subject_idle,subject_idle,4.08076,0.614,0,0.4866,1.1905,0.4605,0.544
541,1735.95,1737.25,1736.85,1738.55,2025-08-08 16:22:21.220000,0.9,1.7,2.6,23.077,0.5294,0.3462,0.3283,-0.3953,4.11287,0.3648,0,0.0,prs_1,prs_1,4.11287,1.0,0,0.4843,1.1333,0.457,0.4322
542,1738.55,1740.5,1740.2,1742.45,2025-08-08 16:22:23.828000,1.65,2.25,3.9,15.385,0.7333,0.4231,0.1664,-0.201,2.0841,0.1008,0,0.0,prs_1,prs_1,4.23139,0.493,0,0.489,1.1714,0.4488,0.0297
543,1742.45,1744.05,1743.45,1745.65,2025-08-08 16:22:27.731000,1.0,2.2,3.2,18.75,0.4545,0.3125,0.3701,-0.2853,4.63691,0.3701,1,0.8,prs_1,prs_1,4.23139,1.096,0,0.5417,1.4214,0.3204,0.3822
544,1745.65,1747.05,1746.55,1748.45,2025-08-08 16:22:31.038000,0.9,1.9,2.8,21.429,0.4737,0.3214,0.2456,-0.2602,3.07648,0.2728,1,0.45,prs_1,prs_1,4.48111,0.687,0,0.5369,1.6024,0.2885,0.5122
545,1748.45,1750.3,1750.65,1752.15,2025-08-08 16:22:33.737000,2.2,1.5,3.7,16.216,1.4667,0.5946,0.3577,-0.3346,4.48111,0.1626,0,0.0,prs_1,prs_1,4.48111,1.0,0,0.533,1.619,0.2932,0.2166
546,1752.15,1756.05,1754.25,1759.95,2025-08-08 16:22:37.428000,2.1,5.7,7.8,7.692,0.3684,0.2692,0.9217,-0.9674,11.54748,0.4389,2,3.15,prs_1,prs_1,4.48111,2.577,1,0.5515,1.7119,0.2288,-0.1866
547,1759.95,1763.0,1763.75,1766.05,2025-08-08 16:22:45.229000,3.8,2.3,6.1,9.836,1.6522,0.623,0.4003,-0.3716,5.01468,0.1053,0,0.0,prs_1,prs_1,4.63691,1.081,0,0.5348,1.7238,0.2005,-0.124
548,1766.05,1767.45,1767.15,1768.85,2025-08-08 16:22:51.434000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.3129,-0.3114,3.91972,0.2844,0,0.0,prs_1,prs_1,4.63691,0.845,0,0.4983,1.869,0.0865,0.3878
549,1768.85,1771.75,1772.25,1774.65,2025-08-08 16:22:54.134000,3.4,2.4,5.8,10.345,1.4167,0.5862,0.3988,-0.3896,4.99594,0.1173,0,0.0,prs_1,prs_1,4.74173,1.054,0,0.4703,1.981,-0.0002,-0.3043
550,1774.65,1776.1,1775.75,1777.55,2025-08-08 16:22:59.926000,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3949,-0.3987,4.94718,0.359,0,0.0,prs_1,prs_1,4.74173,1.043,0,0.4605,1.9762,-0.0313,0.2259
551,1777.55,1779.35,1779.25,1781.15,2025-08-08 16:23:02.831000,1.7,1.9,3.6,16.667,0.8947,0.4722,0.3794,-0.3845,4.75386,0.2232,1,0.5,prs_1,prs_1,4.75386,1.0,0,0.4459,2.0048,-0.0597,-0.0396
552,1781.15,1782.45,1782.45,1783.75,2025-08-08 16:23:06.433000,1.3,1.3,2.6,23.077,1.0,0.5,0.3816,-0.3179,4.78021,0.2935,0,0.0,prs_1,prs_1,4.78021,1.0,0,0.4371,2.0095,-0.0583,0.2801
553,1783.75,1787.775,1788.15,1791.8,2025-08-08 16:23:09.040000,4.4,3.65,8.05,7.453,1.2055,0.5466,0.9021,-0.9827,11.30232,0.205,1,0.4,prs_1,prs_1,4.78021,2.364,1,0.4681,2.0262,-0.031,-0.4684
554,1791.8,1793.725,1793.4,1795.65,2025-08-08 16:23:17.144000,1.6,2.25,3.85,15.584,0.7111,0.4156,0.4588,-0.3933,5.74847,0.2868,0,0.0,prs_1_PRS-SHORT-5-DemandAttention,prs_1,4.78021,1.203,0,0.4649,2.2024,-0.1133,-0.0372
555,1795.65,1797.9,1798.3,1800.15,2025-08-08 16:23:20.918000,2.65,1.85,4.5,13.333,1.4324,0.5889,0.491,-0.3143,6.15102,0.1853,0,0.0,prs_1_PRS-SHORT-5-DemandAttention,prs_1,4.78021,1.287,0,0.4678,2.3476,-0.1587,-0.1501
556,1800.15,1800.85,1800.4,1801.55,2025-08-08 16:23:25.452000,0.25,1.15,1.4,42.857,0.2174,0.1786,0.1859,-0.4306,2.32941,0.7437,0,0.0,prs_1_PRS-SHORT-5-DemandAttention,prs_1,4.78021,0.487,0,0.4802,2.3048,-0.1212,1.493
557,1801.55,1802.775,1802.9,1804.0,2025-08-08 16:23:26.829000,1.35,1.1,2.45,24.49,1.2273,0.551,0.3993,-0.213,5.00195,0.2957,0,0.0,prs_1_PRS-SHORT-5-DemandAttention,prs_1,4.75386,1.052,0,0.4854,2.1714,-0.247,0.5125
